Uni	Char	STB	Attest	GB	Big5	Uni	Z
\u70B9	点	S	354	yes	no	yes	yes
\u70BA	為	T	271	no	yes	yes	no
\u70BB	炻	B	1	yes	no	yes	yes
\u70BC	炼	S	44	yes	no	yes	yes
\u70BD	炽	S	10	yes	no	yes	yes
\u70BE	炾	B	1	no	yes	yes	no
\u70BF	炿	U	0	no	no	yes	no
\u70C0	烀	B	1	yes	no	yes	yes
\u70C1	烁	S	9	yes	no	yes	yes
\u70C2	烂	S	45	yes	no	yes	yes
\u70C3	烃	S	13	yes	no	yes	yes
\u70C4	烄	U	0	no	no	yes	no
\u70C5	烅	U	0	no	yes	yes	no
\u70C6	烆	U	0	no	yes	yes	no
\u70C7	烇	U	0	no	yes	yes	no
\u70C8	烈	B	63	yes	yes	yes	yes
\u70C9	烉	B	1	no	no	no	no
\u70CA	烊	B	3	yes	yes	yes	yes
\u70CB	烋	B	1	no	yes	yes	no
\u70CC	烌	U	0	no	no	yes	no
\u70CD	烍	U	0	no	yes	yes	no
\u70CE	烎	U	0	no	yes	yes	no
\u70CF	烏	T	159	no	yes	yes	no
\u70D0	烐	U	0	no	no	yes	no
\u70D1	烑	U	0	no	yes	yes	no
\u70D2	烒	U	0	no	yes	yes	no
\u70D3	烓	B	1	no	yes	yes	no
\u70D4	烔	B	1	no	yes	yes	no
\u70D5	烕	U	0	no	no	yes	no
\u70D6	烖	T	1	no	no	yes	no
\u70D7	烗	U	0	no	yes	yes	no
\u70D8	烘	B	22	yes	yes	yes	yes
\u70D9	烙	B	6	yes	yes	yes	yes
\u70DA	烚	U	0	no	yes	yes	no
\u70DB	烛	S	19	yes	no	yes	yes
\u70DC	烜	B	3	no	yes	yes	no
\u70DD	烝	B	3	no	yes	yes	no
\u70DE	烞	U	0	no	yes	yes	no
\u70DF	烟	S	138	yes	no	yes	yes
\u70E0	烠	U	0	no	yes	yes	no
\u70E1	烡	U	0	no	yes	yes	no
\u70E2	烢	U	0	no	yes	yes	no
\u70E4	烤	B	30	yes	yes	yes	yes
\u70E5	烥	U	0	no	no	yes	no
\u70E6	烦	S	38	yes	no	yes	yes
\u70E7	烧	S	81	yes	no	yes	yes
\u70E8	烨	S	3	yes	no	yes	yes
\u70E9	烩	S	5	yes	no	yes	yes
\u70EA	烪	U	0	no	no	yes	no
\u70EB	烫	S	17	yes	no	yes	yes
\u70EC	烬	S	4	yes	no	yes	yes
\u70ED	热	S	245	yes	no	yes	yes
\u70EF	烯	B	28	yes	yes	yes	yes
\u70F0	烰	U	0	no	yes	yes	no
\u70F1	烱	T	1	no	no	yes	no
\u70F3	烳	B	1	no	yes	yes	no
\u70F4	烴	T	13	no	yes	yes	no
\u70F5	烵	U	0	no	no	yes	no
\u70F6	烶	U	0	no	yes	yes	no
\u70F7	烷	B	23	yes	yes	yes	yes
\u70F8	烸	U	0	no	yes	yes	no
\u70F9	烹	B	8	yes	yes	yes	yes
\u70FA	烺	B	1	no	yes	yes	no
\u70FB	烻	U	0	no	yes	yes	no
\u70FC	烼	U	0	no	yes	yes	no
\u70FD	烽	B	12	yes	yes	yes	yes
\u70FE	烾	U	0	no	no	yes	no
\u70FF	烿	U	0	no	yes	yes	no
\u7100	焀	U	0	no	yes	yes	no
\u7102	焂	U	0	no	yes	yes	no
\u7103	焃	B	1	no	no	no	no
\u7104	焄	B	1	no	yes	yes	no
\u7105	焅	U	0	no	no	yes	no
\u7106	焆	U	0	no	yes	yes	no
\u7108	焈	B	1	no	no	no	no
\u7109	焉	B	17	yes	yes	yes	yes
\u710A	焊	B	14	yes	yes	yes	yes
\u710B	焋	U	0	no	yes	yes	no
\u710C	焌	B	4	no	yes	yes	no
\u710D	焍	U	0	no	yes	yes	no
\u710E	焎	U	0	no	yes	yes	no
\u7110	焐	B	1	yes	yes	yes	yes
\u7111	焑	U	0	no	no	yes	no
\u7112	焒	U	0	no	no	yes	no
\u7113	焓	B	4	yes	yes	yes	yes
\u7114	焔	B	1	no	no	yes	no
\u7115	焕	S	8	yes	no	yes	yes
\u7116	焖	S	2	yes	no	yes	yes
\u7117	焗	B	5	no	yes	yes	no
\u7118	焘	S	3	yes	no	yes	yes
\u7119	焙	B	9	yes	yes	yes	yes
\u711A	焚	B	23	yes	yes	yes	yes
\u711B	焛	U	0	no	yes	yes	no
\u711C	焜	B	1	no	yes	yes	no
\u711D	焝	U	0	no	no	yes	no
\u711E	焞	B	1	no	yes	yes	no
\u711F	焟	B	1	no	yes	yes	no
\u7120	焠	B	1	no	yes	yes	no
\u7121	無	T	740	no	yes	yes	no
\u7122	焢	B	3	no	yes	yes	no
\u7123	焣	U	0	no	yes	yes	no
\u7125	焥	U	0	no	yes	yes	no
\u7126	焦	B	38	yes	yes	yes	yes
\u7127	焧	U	0	no	no	yes	no
\u7128	焨	U	0	no	yes	yes	no
\u7129	焩	U	0	no	no	yes	no
\u712B	焫	U	0	no	no	yes	no
\u712C	焬	U	0	no	no	yes	no
\u712E	焮	B	1	no	yes	yes	no
\u712F	焯	B	1	yes	yes	yes	yes
\u7130	焰	B	13	yes	yes	yes	yes
\u7131	焱	B	1	yes	yes	yes	yes
\u7132	焲	U	0	no	yes	yes	no
\u7133	焳	U	0	no	no	yes	no
\u7134	焴	B	1	no	no	yes	no
\u7135	焵	U	0	no	no	yes	no
\u7136	然	B	299	yes	yes	yes	yes
\u7139	焹	U	0	no	no	yes	no
\u713A	焺	U	0	no	yes	yes	no
\u713B	焻	U	0	no	no	yes	no
\u713C	焼	B	1	no	no	yes	no
\u713D	焽	U	0	no	no	yes	no
\u713E	焾	U	0	no	no	yes	no
\u713F	焿	B	1	no	no	yes	no
\u7140	煀	U	0	no	no	yes	no
\u7141	煁	B	1	no	yes	yes	no
\u7142	煂	U	0	no	yes	yes	no
\u7143	煃	B	1	no	yes	yes	no
\u7144	煄	U	0	no	yes	yes	no
\u7145	煅	B	7	yes	no	yes	yes
\u7146	煆	B	2	no	yes	yes	no
\u7147	煇	B	1	no	yes	yes	no
\u7149	煉	T	42	no	yes	yes	no
\u714A	煊	B	2	yes	no	yes	yes
\u714B	煋	U	0	no	yes	yes	no
\u714C	煌	B	9	yes	yes	yes	yes
\u714D	煍	B	1	no	yes	yes	no
\u714E	煎	B	19	yes	yes	yes	yes
\u714F	煏	B	1	no	no	yes	no
\u7150	煐	B	1	no	yes	yes	no
\u7151	煑	T	1	no	no	yes	no
\u7152	煒	T	1	no	yes	yes	no
\u7153	煓	U	0	no	yes	yes	no
\u7154	煔	U	0	no	yes	yes	no
\u7155	煕	B	1	no	no	yes	no
\u7156	煖	T	1	no	yes	yes	no
\u7157	煗	T	1	no	no	yes	no
\u7158	煘	U	0	no	yes	yes	no
\u7159	煙	T	138	no	yes	yes	no
\u715A	煚	B	1	no	yes	yes	no
\u715C	煜	B	6	yes	yes	yes	yes
\u715D	煝	B	1	no	yes	yes	no
\u715E	煞	B	24	yes	yes	yes	yes
\u715F	煟	B	1	no	yes	yes	no
\u7160	煠	B	1	no	yes	yes	no
\u7161	煡	U	0	no	yes	yes	no
\u7162	煢	T	3	no	yes	yes	no
\u7163	煣	U	0	no	yes	yes	no
\u7164	煤	B	36	yes	yes	yes	yes
\u7165	煥	T	8	no	yes	yes	no
\u7166	煦	B	8	yes	yes	yes	yes
\u7167	照	B	127	yes	yes	yes	yes
\u7168	煨	B	1	yes	yes	yes	yes
\u7169	煩	T	38	no	yes	yes	no
\u716A	煪	U	0	no	yes	yes	no
\u716B	煫	U	0	no	no	yes	no
\u716C	煬	T	3	no	yes	yes	no
\u716E	煮	B	20	yes	yes	yes	yes
\u7170	煰	B	1	no	yes	yes	no
\u7171	煱	U	0	no	no	yes	no
\u7172	煲	B	3	yes	yes	yes	yes
\u7173	煳	B	1	yes	no	yes	yes
\u7175	煵	U	0	no	no	yes	no
\u7176	煶	U	0	no	no	yes	no
\u7177	煷	U	0	no	no	yes	no
\u7178	煸	B	5	yes	yes	yes	yes
\u717A	煺	B	1	yes	no	yes	yes
\u717B	煻	B	1	no	yes	yes	no
\u717C	煼	U	0	no	no	yes	no
\u717D	煽	B	8	yes	yes	yes	yes
\u717E	煾	U	0	no	no	yes	no
\u7180	熀	B	1	no	yes	yes	no
\u7181	熁	U	0	no	yes	yes	no
\u7182	熂	U	0	no	yes	yes	no
\u7184	熄	B	5	yes	yes	yes	yes
\u7185	熅	B	1	no	yes	yes	no
\u7186	熆	U	0	no	yes	yes	no
\u7187	熇	B	1	no	yes	yes	no
\u7188	熈	T	1	no	no	yes	no
\u7189	熉	B	1	no	yes	yes	no
\u718A	熊	B	53	yes	yes	yes	yes
\u718C	熌	U	0	no	no	yes	no
\u718E	熎	U	0	no	no	yes	no
\u718F	熏	B	30	yes	yes	yes	yes
\u7190	熐	U	0	no	yes	yes	no
\u7191	熑	U	0	no	no	yes	no
\u7192	熒	T	14	no	yes	yes	no
\u7193	熓	U	0	no	no	yes	no
\u7194	熔	B	21	yes	yes	yes	yes
\u7195	熕	U	0	no	no	yes	no
\u7196	熖	U	0	no	no	yes	no
\u7197	熗	T	1	no	yes	yes	no
\u7198	熘	B	1	yes	no	yes	yes
\u7199	熙	B	17	yes	yes	yes	yes
\u719A	熚	U	0	no	yes	yes	no
\u719B	熛	B	1	no	yes	yes	no
\u719C	熜	B	2	no	yes	yes	no
\u719D	熝	U	0	no	yes	yes	no
\u719E	熞	U	0	no	yes	yes	no
\u719F	熟	B	83	yes	yes	yes	yes
\u71A0	熠	B	9	yes	yes	yes	yes
\u71A1	熡	U	0	no	yes	yes	no
\u71A2	熢	U	0	no	no	yes	no
\u71A3	熣	U	0	no	no	yes	no
\u71A4	熤	B	1	no	yes	yes	no
\u71A5	熥	U	0	no	yes	yes	no
\u71A7	熧	U	0	no	yes	yes	no
\u71A8	熨	B	5	yes	yes	yes	yes
\u71A9	熩	U	0	no	yes	yes	no
\u71AA	熪	U	0	no	yes	yes	no
\u71AC	熬	B	13	yes	yes	yes	yes
\u71AD	熭	U	0	no	no	yes	no
\u71AF	熯	B	1	no	yes	yes	no
\u71B0	熰	B	2	no	yes	yes	no
\u71B1	熱	T	245	no	yes	yes	no
\u71B2	熲	T	1	no	yes	yes	no
\u71B3	熳	B	2	yes	yes	yes	yes
\u71B4	熴	B	1	no	no	yes	no
\u71B5	熵	B	3	yes	yes	yes	yes
\u71B7	熷	U	0	no	no	yes	no
\u71B8	熸	B	1	no	yes	yes	no
\u71B9	熹	B	4	yes	yes	yes	yes
\u71BA	熺	U	0	no	no	yes	no
\u71BB	熻	U	0	no	no	yes	no
\u71BC	熼	U	0	no	yes	yes	no
\u71BD	熽	U	0	no	yes	yes	no
\u71BE	熾	T	10	no	yes	yes	no
\u71BF	熿	B	1	no	yes	yes	no
\u71C0	燀	B	1	no	yes	yes	no
\u71C1	燁	T	2	no	yes	yes	no
\u71C2	燂	B	1	no	yes	yes	no
\u71C3	燃	B	60	yes	yes	yes	yes
\u71C4	燄	T	1	no	yes	yes	no
\u71C5	燅	U	0	no	yes	yes	no
\u71C6	燆	U	0	no	yes	yes	no
\u71C7	燇	B	1	no	yes	yes	no
\u71C8	燈	T	129	no	yes	yes	no
\u71C9	燉	T	6	no	yes	yes	no
\u71CA	燊	B	1	no	yes	yes	no
\u71CB	燋	B	1	no	yes	yes	no
\u71CD	燍	U	0	no	no	yes	no
\u71CE	燎	B	8	yes	yes	yes	yes
\u71CF	燏	B	1	no	yes	yes	no
\u71D0	燐	B	2	no	yes	yes	no
\u71D1	燑	U	0	no	no	yes	no
\u71D2	燒	T	81	no	yes	yes	no
\u71D4	燔	B	1	yes	yes	yes	yes
\u71D5	燕	B	51	yes	yes	yes	yes
\u71D6	燖	B	1	no	yes	yes	no
\u71D8	燘	U	0	no	yes	yes	no
\u71D9	燙	T	17	no	yes	yes	no
\u71DA	燚	B	1	no	yes	yes	no
\u71DB	燛	U	0	no	yes	yes	no
\u71DC	燜	T	2	no	yes	yes	no
\u71DD	燝	U	0	no	no	yes	no
\u71DE	燞	U	0	no	no	yes	no
\u71DF	營	T	141	no	yes	yes	no
\u71E0	燠	B	1	yes	yes	yes	yes
\u71E1	燡	B	1	no	yes	yes	no
\u71E2	燢	U	0	no	yes	yes	no
\u71E4	燤	U	0	no	yes	yes	no
\u71E5	燥	B	12	yes	yes	yes	yes
\u71E6	燦	T	8	no	yes	yes	no
\u71E7	燧	B	6	yes	yes	yes	yes
\u71E8	燨	B	1	no	yes	yes	no
\u71EB	燫	U	0	no	no	yes	no
\u71EC	燬	T	4	no	yes	yes	no
\u71ED	燭	T	19	no	yes	yes	no
\u71EE	燮	B	6	yes	yes	yes	yes
\u71F0	燰	B	1	no	yes	yes	no
\u71F1	燱	U	0	no	yes	yes	no
\u71F2	燲	U	0	no	yes	yes	no
\u71F4	燴	T	5	no	yes	yes	no
\u71F5	燵	U	0	no	no	yes	no
\u71F6	燶	T	1	no	no	yes	no
\u71F7	燷	U	0	no	no	yes	no
\u71F8	燸	U	0	no	yes	yes	no
\u71F9	燹	B	1	yes	yes	yes	yes
\u71FB	燻	T	10	no	yes	yes	no
\u71FC	燼	T	4	no	yes	yes	no
\u71FD	燽	B	1	no	yes	yes	no
\u71FE	燾	T	3	no	yes	yes	no
\u71FF	燿	B	1	no	yes	yes	no
\u7200	爀	U	0	no	no	yes	no
\u7201	爁	U	0	no	yes	yes	no
\u7202	爂	U	0	no	yes	yes	no
\u7203	爃	U	0	no	yes	yes	no
\u7205	爅	U	0	no	yes	yes	no
\u7206	爆	B	84	yes	yes	yes	yes
\u7207	爇	B	2	no	yes	yes	no
\u7209	爉	U	0	no	no	yes	no
\u720A	爊	B	1	no	yes	yes	no
\u720C	爌	B	5	no	yes	yes	no
\u720D	爍	T	9	no	yes	yes	no
\u720E	爎	U	0	no	no	yes	no
\u720F	爏	U	0	no	no	yes	no
\u7210	爐	T	52	no	yes	yes	no
\u7213	爓	B	1	no	yes	yes	no
\u7214	爔	U	0	no	yes	yes	no
\u7215	爕	T	1	no	no	yes	no
\u7216	爖	U	0	no	no	yes	no
\u7217	爗	T	1	no	no	yes	no
\u7218	爘	U	0	no	no	yes	no
\u7219	爙	U	0	no	yes	yes	no
\u721A	爚	B	1	no	yes	yes	no
\u721B	爛	T	45	no	yes	yes	no
\u721D	爝	B	1	yes	yes	yes	yes
\u721E	爞	U	0	no	yes	yes	no
\u721F	爟	B	1	no	yes	yes	no
\u7222	爢	U	0	no	yes	yes	no
\u7223	爣	U	0	no	yes	yes	no
\u7224	爤	B	1	no	no	yes	no
\u7225	爥	B	1	no	no	yes	no
\u7226	爦	U	0	no	yes	yes	no
\u7227	爧	U	0	no	yes	yes	no
\u7228	爨	B	3	yes	yes	yes	yes
\u7229	爩	U	0	no	yes	yes	no
\u722A	爪	B	26	yes	yes	yes	yes
\u722B	爫	U	0	no	no	yes	yes
\u722C	爬	B	26	yes	yes	yes	yes
\u722D	爭	T	130	no	yes	yes	no
\u722E	爮	U	0	no	no	yes	no
\u722F	爯	B	2	no	no	no	no
\u7230	爰	B	2	yes	yes	yes	yes
\u7231	爱	S	212	yes	no	yes	yes
\u7232	爲	T	2	no	no	no	no
\u7233	爳	U	0	no	no	yes	no
\u7235	爵	B	27	yes	yes	yes	yes
\u7236	父	B	74	yes	yes	yes	yes
\u7237	爷	S	38	yes	no	yes	yes
\u7238	爸	B	12	yes	yes	yes	yes
\u7239	爹	B	11	yes	yes	yes	yes
\u723A	爺	T	38	no	yes	yes	no
\u723B	爻	B	1	yes	yes	yes	yes
\u723D	爽	B	39	yes	yes	yes	yes
\u723E	爾	T	825	no	yes	yes	no
\u723F	爿	B	2	yes	yes	yes	yes
\u7240	牀	T	1	no	no	yes	no
\u7241	牁	B	1	no	yes	yes	no
\u7242	牂	B	1	no	yes	yes	no
\u7244	牄	B	1	no	yes	yes	no
\u7246	牆	T	49	no	yes	yes	no
\u7247	片	B	174	yes	yes	yes	yes
\u7248	版	B	74	yes	yes	yes	yes
\u7249	牉	U	0	no	yes	yes	no
\u724A	牊	U	0	no	yes	yes	no
\u724B	牋	T	1	no	yes	yes	no
\u724C	牌	B	94	yes	yes	yes	yes
\u724D	牍	S	5	yes	no	yes	yes
\u724E	牎	T	1	no	no	no	no
\u724F	牏	B	1	no	yes	yes	no
\u7250	牐	T	1	no	no	yes	no
\u7252	牒	B	7	yes	yes	yes	yes
\u7253	牓	T	1	no	yes	yes	no
\u7255	牕	T	1	no	no	yes	no
\u7256	牖	B	3	yes	yes	yes	yes
\u7257	牗	U	0	no	no	yes	no
\u7258	牘	T	5	no	yes	yes	no
\u7259	牙	B	134	yes	yes	yes	yes
\u725A	牚	B	1	no	yes	yes	no
\u725B	牛	B	196	yes	yes	yes	yes
\u725C	牜	U	0	no	no	yes	yes
\u725D	牝	B	7	yes	yes	yes	yes
\u725E	牞	U	0	no	yes	yes	no
\u725F	牟	B	14	yes	yes	yes	yes
\u7260	牠	B	1	no	yes	yes	no
\u7261	牡	B	25	yes	yes	yes	yes
\u7262	牢	B	32	yes	yes	yes	yes
\u7263	牣	B	1	no	yes	yes	no
\u7264	牤	B	2	no	no	no	no
\u7266	牦	S	2	yes	no	yes	yes
\u7267	牧	B	40	yes	yes	yes	yes
\u7269	物	B	548	yes	yes	yes	yes
\u726A	牪	U	0	no	yes	yes	no
\u726C	牬	U	0	no	yes	yes	no
\u726E	牮	B	1	yes	yes	yes	yes
\u726F	牯	B	1	yes	yes	yes	yes
\u7270	牰	U	0	no	yes	yes	no
\u7272	牲	B	11	yes	yes	yes	yes
\u7273	牳	B	1	no	yes	yes	no
\u7274	牴	B	3	no	yes	yes	no
\u7275	牵	S	46	yes	no	yes	yes
\u7276	牶	U	0	no	yes	yes	no
\u7277	牷	B	1	no	yes	yes	no
\u7278	牸	B	3	no	yes	yes	no
\u7279	特	B	522	yes	yes	yes	yes
\u727A	牺	S	7	yes	no	yes	yes
\u727B	牻	U	0	no	yes	yes	no
\u727C	牼	B	1	no	yes	yes	no
\u727D	牽	T	46	no	yes	yes	no
\u727E	牾	B	3	yes	yes	yes	yes
\u727F	牿	B	1	yes	yes	yes	yes
\u7280	犀	B	11	yes	yes	yes	yes
\u7281	犁	B	25	yes	yes	yes	yes
\u7282	犂	B	2	no	no	yes	no
\u7284	犄	B	3	yes	yes	yes	yes
\u7285	犅	U	0	no	yes	yes	no
\u7286	犆	B	1	no	yes	yes	no
\u7287	犇	T	1	no	no	yes	no
\u7288	犈	U	0	no	yes	yes	no
\u7289	犉	B	1	no	yes	yes	no
\u728A	犊	S	10	yes	no	yes	yes
\u728B	犋	U	0	yes	yes	yes	yes
\u728C	犌	U	0	no	yes	yes	no
\u728D	犍	B	5	yes	yes	yes	yes
\u728E	犎	B	2	no	yes	yes	no
\u728F	犏	B	2	yes	no	yes	yes
\u7290	犐	U	0	no	yes	yes	no
\u7291	犑	U	0	no	yes	yes	no
\u7292	犒	B	3	yes	yes	yes	yes
\u7293	犓	U	0	no	yes	yes	no
\u7294	犔	U	0	no	no	yes	no
\u7295	犕	U	0	no	yes	yes	no
\u7296	犖	T	1	no	yes	yes	no
\u7297	犗	B	1	no	yes	yes	no
\u7298	犘	U	0	no	yes	yes	no
\u729A	犚	U	0	no	yes	yes	no
\u729B	犛	B	1	no	yes	yes	no
\u729D	犝	U	0	no	yes	yes	no
\u729E	犞	U	0	no	yes	yes	no
\u729F	犟	B	3	yes	no	yes	yes
\u72A0	犠	B	1	no	no	yes	no
\u72A1	犡	U	0	no	yes	yes	no
\u72A2	犢	T	10	no	yes	yes	no
\u72A3	犣	U	0	no	yes	yes	no
\u72A4	犤	U	0	no	yes	yes	no
\u72A5	犥	U	0	no	yes	yes	no
\u72A6	犦	U	0	no	yes	yes	no
\u72A7	犧	T	7	no	yes	yes	no
\u72A8	犨	B	1	no	yes	yes	no
\u72A9	犩	B	1	no	yes	yes	no
\u72AA	犪	B	2	no	yes	yes	no
\u72AB	犫	B	1	no	no	no	no
\u72AC	犬	B	52	yes	yes	yes	yes
\u72AD	犭	U	0	yes	no	yes	yes
\u72AE	犮	B	2	no	yes	yes	no
\u72AF	犯	B	90	yes	yes	yes	yes
\u72B0	犰	B	2	yes	yes	yes	yes
\u72B2	犲	U	0	no	no	yes	no
\u72B4	犴	B	1	yes	yes	yes	yes
\u72B5	犵	B	1	no	yes	yes	no
\u72B6	状	S	131	yes	no	yes	yes
\u72B7	犷	S	2	yes	no	yes	yes
\u72B8	犸	S	3	yes	no	yes	yes
\u72B9	犹	S	40	yes	no	yes	yes
\u72BA	犺	B	1	no	yes	yes	no
\u72BC	犼	U	0	no	no	yes	no
\u72BD	犽	U	0	no	yes	yes	no
\u72BF	犿	U	0	no	yes	yes	no
\u72C0	狀	T	131	no	yes	yes	no
\u72C1	狁	B	2	yes	yes	yes	yes
\u72C2	狂	B	76	yes	yes	yes	yes
\u72C3	狃	B	1	yes	yes	yes	yes
\u72C4	狄	B	23	yes	yes	yes	yes
\u72C5	狅	U	0	no	yes	yes	no
\u72C6	狆	B	1	no	yes	yes	no
\u72C8	狈	S	4	yes	no	yes	yes
\u72C9	狉	B	2	no	yes	yes	no
\u72CA	狊	U	0	no	yes	yes	no
\u72CB	狋	U	0	no	yes	yes	no
\u72CC	狌	U	0	no	yes	yes	no
\u72CD	狍	B	4	yes	no	yes	yes
\u72CE	狎	B	4	yes	yes	yes	yes
\u72D0	狐	B	33	yes	yes	yes	yes
\u72D1	狑	U	0	no	yes	yes	no
\u72D2	狒	B	4	yes	yes	yes	yes
\u72D3	狓	B	3	no	no	no	no
\u72D4	狔	U	0	no	yes	yes	no
\u72D6	狖	U	0	no	yes	yes	no
\u72D7	狗	B	101	yes	yes	yes	yes
\u72D8	狘	B	1	no	yes	yes	no
\u72D9	狙	B	5	yes	yes	yes	yes
\u72DA	狚	U	0	no	yes	yes	no
\u72DC	狜	U	0	no	yes	yes	no
\u72DD	狝	S	2	no	no	no	no
\u72DE	狞	S	4	yes	no	yes	yes
\u72DF	狟	U	0	no	yes	yes	no
\u72E0	狠	B	13	yes	yes	yes	yes
\u72E1	狡	B	9	yes	yes	yes	yes
\u72E2	狢	U	0	no	no	yes	no
\u72E3	狣	U	0	no	yes	yes	no
\u72E4	狤	U	0	no	yes	yes	no
\u72E5	狥	T	1	no	no	no	no
\u72E6	狦	B	1	no	yes	yes	no
\u72E8	狨	B	1	yes	yes	yes	yes
\u72E9	狩	B	2	yes	yes	yes	yes
\u72EA	狪	U	0	no	yes	yes	no
\u72EB	狫	B	1	no	yes	yes	no
\u72EC	独	S	147	yes	no	yes	yes
\u72ED	狭	S	21	yes	no	yes	yes
\u72EE	狮	S	42	yes	no	yes	yes
\u72EF	狯	S	1	yes	no	yes	yes
\u72F0	狰	S	2	yes	no	yes	yes
\u72F1	狱	S	28	yes	no	yes	yes
\u72F2	狲	S	3	yes	no	yes	yes
\u72F3	狳	B	2	yes	yes	yes	yes
\u72F4	狴	B	1	yes	yes	yes	yes
\u72F6	狶	U	0	no	yes	yes	no
\u72F7	狷	B	2	yes	yes	yes	yes
\u72F8	狸	B	16	yes	yes	yes	yes
\u72F9	狹	T	20	no	yes	yes	no
\u72FA	狺	B	1	yes	yes	yes	yes
\u72FB	狻	B	1	yes	yes	yes	yes
\u72FC	狼	B	57	yes	yes	yes	yes
\u72FD	狽	T	4	no	yes	yes	no
\u72FE	狾	U	0	no	yes	yes	no
\u72FF	狿	U	0	no	yes	yes	no
\u7300	猀	U	0	no	yes	yes	no
\u7301	猁	B	2	yes	yes	yes	yes
\u7302	猂	T	1	no	no	yes	no
\u7303	猃	S	2	yes	no	yes	yes
\u7304	猄	U	0	no	no	yes	no
\u7307	猇	B	3	no	yes	yes	no
\u7308	猈	B	1	no	yes	yes	no
\u730A	猊	B	2	yes	yes	yes	yes
\u730B	猋	B	1	no	yes	yes	no
\u730C	猌	U	0	no	yes	yes	no
\u730D	猍	U	0	no	no	yes	no
\u730E	猎	S	41	yes	no	yes	yes
\u730F	猏	U	0	no	yes	yes	no
\u7310	猐	U	0	no	no	yes	no
\u7311	猑	U	0	no	yes	yes	no
\u7312	猒	U	0	no	yes	yes	no
\u7313	猓	B	1	yes	yes	yes	yes
\u7315	猕	S	3	yes	no	yes	yes
\u7316	猖	B	8	yes	yes	yes	yes
\u7317	猗	B	3	yes	yes	yes	yes
\u7318	猘	B	1	no	yes	yes	no
\u7319	猙	T	2	no	yes	yes	no
\u731B	猛	B	45	yes	yes	yes	yes
\u731C	猜	B	18	yes	yes	yes	yes
\u731D	猝	B	7	yes	yes	yes	yes
\u731E	猞	B	2	yes	yes	yes	yes
\u731F	猟	B	1	no	no	yes	no
\u7320	猠	U	0	no	no	yes	no
\u7321	猡	S	1	yes	no	yes	yes
\u7322	猢	B	3	yes	yes	yes	yes
\u7323	猣	B	1	no	yes	yes	no
\u7325	猥	B	7	yes	yes	yes	yes
\u7326	猦	U	0	no	yes	yes	no
\u7327	猧	U	0	no	yes	yes	no
\u7328	猨	T	1	no	no	yes	no
\u7329	猩	B	12	yes	yes	yes	yes
\u732A	猪	S	51	yes	no	yes	yes
\u732B	猫	S	65	yes	no	yes	yes
\u732C	猬	S	2	yes	no	yes	yes
\u732D	猭	B	1	no	yes	yes	no
\u732E	献	S	35	yes	no	yes	yes
\u7330	猰	U	0	no	yes	yes	no
\u7331	猱	B	1	yes	yes	yes	yes
\u7332	猲	B	2	no	yes	yes	no
\u7333	猳	B	2	no	yes	yes	no
\u7334	猴	B	35	yes	yes	yes	yes
\u7335	猵	B	3	no	yes	yes	no
\u7336	猶	T	40	no	yes	yes	no
\u7337	猷	B	1	yes	yes	yes	yes
\u7338	猸	B	2	yes	no	yes	yes
\u7339	猹	B	1	yes	no	yes	yes
\u733A	猺	B	1	no	yes	yes	no
\u733B	猻	T	3	no	yes	yes	no
\u733C	猼	U	0	no	yes	yes	no
\u733E	猾	B	5	yes	yes	yes	yes
\u733F	猿	B	15	yes	yes	yes	yes
\u7340	獀	B	1	no	yes	yes	no
\u7341	獁	T	3	no	no	yes	no
\u7342	獂	U	0	no	yes	yes	no
\u7343	獃	B	5	no	yes	yes	no
\u7344	獄	T	28	no	yes	yes	no
\u7345	獅	T	42	no	yes	yes	no
\u7347	獇	U	0	no	no	yes	no
\u7348	獈	U	0	no	no	yes	no
\u7349	獉	B	1	no	yes	yes	no
\u734A	獊	U	0	no	yes	yes	no
\u734B	獋	T	1	no	no	no	no
\u734C	獌	U	0	no	yes	yes	no
\u734D	獍	B	1	yes	yes	yes	yes
\u734E	獎	T	76	no	yes	yes	no
\u734F	獏	B	1	no	no	yes	no
\u7350	獐	B	3	yes	yes	yes	yes
\u7351	獑	U	0	no	yes	yes	no
\u7352	獒	B	3	yes	yes	yes	yes
\u7355	獕	B	2	no	no	yes	no
\u7357	獗	B	2	yes	yes	yes	yes
\u7358	獘	T	1	no	yes	yes	no
\u7359	獙	B	3	no	yes	yes	no
\u735A	獚	B	1	no	yes	yes	no
\u735B	獛	U	0	no	yes	yes	no
\u735C	獜	B	1	no	no	no	no
\u735D	獝	B	1	no	yes	yes	no
\u735E	獞	B	2	no	yes	yes	no
\u735F	獟	U	0	no	yes	yes	no
\u7360	獠	B	2	yes	yes	yes	yes
\u7361	獡	U	0	no	yes	yes	no
\u7362	獢	B	1	no	yes	yes	no
\u7363	獣	B	1	no	no	yes	no
\u7364	獤	U	0	no	no	yes	no
\u7365	獥	U	0	no	yes	yes	no
\u7366	獦	U	0	no	yes	yes	no
\u7367	獧	T	1	no	yes	yes	no
\u7368	獨	T	147	no	yes	yes	no
\u7369	獩	U	0	no	yes	yes	no
\u736A	獪	T	1	no	yes	yes	no
\u736B	獫	T	2	no	yes	yes	no
\u736C	獬	B	2	yes	yes	yes	yes
\u736D	獭	S	5	yes	no	yes	yes
